"Project","Framework","Type","Id","Requested","Resolved","Latest"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.GameTimer/SaveState.Plugins.GameTimer.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.GamingAnalytics/SaveState.Plugins.GamingAnalytics.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.GenreDeepDive/SaveState.Plugins.GenreDeepDive.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.GoogleDriveSync/SaveState.Plugins.GoogleDriveSync.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.HealthWellness/SaveState.Plugins.HealthWellness.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.HumbleBundle/SaveState.Plugins.HumbleBundle.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.Itch/SaveState.Plugins.Itch.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.ItchIO/SaveState.Plugins.ItchIO.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.LaunchBoxImport/SaveState.Plugins.LaunchBoxImport.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.LaunchOptimizer/SaveState.Plugins.LaunchOptimizer.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.Leaderboards/SaveState.Plugins.Leaderboards.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.LiveStatsWidget/SaveState.Plugins.LiveStatsWidget.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.ManualViewer/SaveState.Plugins.ManualViewer.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.MastodonShare/SaveState.Plugins.MastodonShare.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.ModManagerPro/SaveState.Plugins.ModManagerPro.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.MugenAchievements/SaveState.Plugins.MugenAchievements.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.MugenFusion/SaveState.Plugins.MugenFusion.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.MugenManager/SaveState.Plugins.MugenManager.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.MugenNetwork/SaveState.Plugins.MugenNetwork.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.MugenReplay/SaveState.Plugins.MugenReplay.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.MugenTraining/SaveState.Plugins.MugenTraining.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.OBSIntegration/SaveState.Plugins.OBSIntegration.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.PlayniteImport/SaveState.Plugins.PlayniteImport.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.PlayniteImporter/SaveState.Plugins.PlayniteImporter.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.PrimeGaming/SaveState.Plugins.PrimeGaming.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.RawgIntegration/SaveState.Plugins.RawgIntegration.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.RetroAchievements/SaveState.Plugins.RetroAchievements.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.RetroCRTTheme/SaveState.Plugins.RetroCRTTheme.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.RomHacks/SaveState.Plugins.RomHacks.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.ScreenshotCaptioner/SaveState.Plugins.ScreenshotCaptioner.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.ScreenshotCapture/SaveState.Plugins.ScreenshotCapture.csproj","net9.0-windows7.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.ScreenshotSorter/SaveState.Plugins.ScreenshotSorter.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.SecondScreen/SaveState.Plugins.SecondScreen.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.ShaderPresets/SaveState.Plugins.ShaderPresets.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.SmartPlaylists/SaveState.Plugins.SmartPlaylists.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.SteamDeck/SaveState.Plugins.SteamDeck.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.Themes/SaveState.Plugins.Themes.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.TouchControls/SaveState.Plugins.TouchControls.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.TwitchDrops/SaveState.Plugins.TwitchDrops.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.TwitchStreaming/SaveState.Plugins.TwitchStreaming.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.TwitterShare/SaveState.Plugins.TwitterShare.csproj","net10.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Presentation/SaveState.Presentation.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/tests/SaveState.Accessibility.Tests/SaveState.Accessibility.Tests.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/tests/SaveState.Application.Tests/SaveState.Application.Tests.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/tests/SaveState.Configuration.Tests/SaveState.Configuration.Tests.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/tests/SaveState.Core.Tests/SaveState.Core.Tests.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/tests/SaveState.CrossPlatform.Tests/SaveState.CrossPlatform.Tests.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/tests/SaveState.EndToEndTests/SaveState.EndToEndTests.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/tests/SaveState.Infrastructure.Tests/SaveState.Infrastructure.Tests.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/tests/SaveState.IntegrationTests/SaveState.IntegrationTests.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/tests/SaveState.LoadTests/SaveState.LoadTests.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/tests/SaveState.Monitoring.Tests/SaveState.Monitoring.Tests.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/tests/SaveState.Presentation.Tests/SaveState.Presentation.Tests.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/tests/SaveState.Presentation.UITests/SaveState.Presentation.UITests.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/tests/SaveState.Tests.Fakes/SaveState.Tests.Fakes.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/tests/SaveState.Tests.Infrastructure/SaveState.Tests.Infrastructure.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/tools/SaveState.Benchmarks/SaveState.Benchmarks.csproj","net9.0","Transitive","Microsoft.IdentityModel.Logging","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Application/SaveState.Application.csproj","net9.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.CLI/SaveState.CLI.csproj","net9.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Core/SaveState.Core.csproj","net9.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Infrastructure/SaveState.Infrastructure.csproj","net9.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.Accessibility/SaveState.Plugins.Accessibility.csproj","net9.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.AiRecommender/SaveState.Plugins.AiRecommender.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.BackloggdSync/SaveState.Plugins.BackloggdSync.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.BacklogPrioritizer/SaveState.Plugins.BacklogPrioritizer.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.BatterySaver/SaveState.Plugins.BatterySaver.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.BoxArtGenerator/SaveState.Plugins.BoxArtGenerator.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.CheatManager/SaveState.Plugins.CheatManager.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.CloudSync/SaveState.Plugins.CloudSync.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.ControllerRemapper/SaveState.Plugins.ControllerRemapper.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.DiscordIntegration/SaveState.Plugins.DiscordIntegration.csproj","net9.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.DiscordRPC/SaveState.Plugins.DiscordRPC.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.Example/SaveState.Plugins.Example.csproj","net9.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.FpsUnlocker/SaveState.Plugins.FpsUnlocker.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.GameBackupManager/SaveState.Plugins.GameBackupManager.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.GameDetection/SaveState.Plugins.GameDetection.csproj","net9.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.GamePassAlert/SaveState.Plugins.GamePassAlert.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.GameSummarizer/SaveState.Plugins.GameSummarizer.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.GameTimer/SaveState.Plugins.GameTimer.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.GamingAnalytics/SaveState.Plugins.GamingAnalytics.csproj","net9.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.GenreDeepDive/SaveState.Plugins.GenreDeepDive.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.GoogleDriveSync/SaveState.Plugins.GoogleDriveSync.csproj","net9.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.HealthWellness/SaveState.Plugins.HealthWellness.csproj","net9.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.HumbleBundle/SaveState.Plugins.HumbleBundle.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.Itch/SaveState.Plugins.Itch.csproj","net9.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.ItchIO/SaveState.Plugins.ItchIO.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.LaunchBoxImport/SaveState.Plugins.LaunchBoxImport.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.LaunchOptimizer/SaveState.Plugins.LaunchOptimizer.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.Leaderboards/SaveState.Plugins.Leaderboards.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.LiveStatsWidget/SaveState.Plugins.LiveStatsWidget.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.ManualViewer/SaveState.Plugins.ManualViewer.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.MastodonShare/SaveState.Plugins.MastodonShare.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.ModManagerPro/SaveState.Plugins.ModManagerPro.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.MugenAchievements/SaveState.Plugins.MugenAchievements.csproj","net9.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.MugenFusion/SaveState.Plugins.MugenFusion.csproj","net9.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.MugenManager/SaveState.Plugins.MugenManager.csproj","net9.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.MugenNetwork/SaveState.Plugins.MugenNetwork.csproj","net9.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.MugenReplay/SaveState.Plugins.MugenReplay.csproj","net9.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.MugenTraining/SaveState.Plugins.MugenTraining.csproj","net9.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.OBSIntegration/SaveState.Plugins.OBSIntegration.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.PlayniteImport/SaveState.Plugins.PlayniteImport.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.PlayniteImporter/SaveState.Plugins.PlayniteImporter.csproj","net9.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.PrimeGaming/SaveState.Plugins.PrimeGaming.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.RawgIntegration/SaveState.Plugins.RawgIntegration.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.RetroAchievements/SaveState.Plugins.RetroAchievements.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
"C:/Users/Doc/Desktop/SaveStateReborn/src/SaveState.Plugins.RetroCRTTheme/SaveState.Plugins.RetroCRTTheme.csproj","net10.0","Transitive","Microsoft.IdentityModel.Tokens","","8.14.0","8.16.0"
